Sample_number,Production_system,Scan_type,Freshness,X908.1,X914.294,X920.489,X926.683,X932.877,X939.072,X945.266,X951.46,X957.655,X963.849,X970.044,X976.238,X982.432,X988.627,X994.821,X1001.015,X1007.21,X1013.404,X1019.598,X1025.793,X1031.987,X1038.181,X1044.376,X1050.57,X1056.764,X1062.959,X1069.153,X1075.348,X1081.542,X1087.736,X1093.931,X1100.125,X1106.319,X1112.514,X1118.708,X1124.902,X1131.097,X1137.291,X1143.485,X1149.68,X1155.874,X1162.069,X1168.263,X1174.457,X1180.652,X1186.846,X1193.04,X1199.235,X1205.429,X1211.623,X1217.818,X1224.012,X1230.206,X1236.401,X1242.595,X1248.789,X1254.984,X1261.178,X1267.373,X1273.567,X1279.761,X1285.956,X1292.15,X1298.344,X1304.539,X1310.733,X1316.927,X1323.122,X1329.316,X1335.51,X1341.705,X1347.899,X1354.094,X1360.288,X1366.482,X1372.677,X1378.871,X1385.065,X1391.26,X1397.454,X1403.648,X1409.843,X1416.037,X1422.231,X1428.426,X1434.62,X1440.814,X1447.009,X1453.203,X1459.398,X1465.592,X1471.786,X1477.981,X1484.175,X1490.369,X1496.564,X1502.758,X1508.952,X1515.147,X1521.341,X1527.535,X1533.73,X1539.924,X1546.119,X1552.313,X1558.507,X1564.702,X1570.896,X1577.09,X1583.285,X1589.479,X1595.673,X1601.868,X1608.062,X1614.256,X1620.451,X1626.645,X1632.839,X1639.034,X1645.228,X1651.423,X1657.617,X1663.811,X1670.006,X1676.2
378318,STD,1,0,0.8652853,0.8277237,0.8043277,0.7778666,0.7608643,0.7528821,0.7663318,0.7785081,0.7943374,0.8147263,0.8207588,0.8251129,0.8262039,0.8237451,0.8218856,0.8168972,0.8127122,0.8077919,0.798887,0.7872013,0.7858552,0.7716888,0.7627363,0.7567757,0.754123,0.7485701,0.7463579,0.7484836,0.752171,0.7578355,0.7649662,0.7728074,0.7831228,0.7914802,0.8063597,0.8233086,0.8495967,0.8889477,0.9320112,0.9678652,0.9941183,1.008983,1.019899,1.029761,1.038025,1.045798,1.048457,1.049965,1.050383,1.048208,1.047016,1.044613,1.041192,1.037569,1.034488,1.032412,1.031095,1.031606,1.031849,1.033472,1.038068,1.041505,1.047448,1.058651,1.071047,1.085727,1.101476,1.116655,1.132605,1.147971,1.161788,1.174758,1.186958,1.198008,1.209659,1.224219,1.241051,1.25872,1.277317,1.294211,1.305378,1.312777,1.31736,1.318838,1.320256,1.321411,1.321092,1.323157,1.325933,1.326998,1.327088,1.327209,1.324478,1.323362,1.320432,1.318259,1.317932,1.318888,1.31845,1.317664,1.318078,1.314536,1.308865,1.304491,1.301087,1.300123,1.297792,1.298618,1.297829,1.296991,1.29564,1.292657,1.290183,1.285209,1.28217,1.27916,1.27764,1.277313,1.277233,1.279302,1.281345,1.281761,1.283616,1.285475,1.285458
378340,CF,1,0,1.027471,0.9984766,0.9735008,0.951456,0.9312481,0.9258747,0.9332654,0.9453812,0.9627774,0.9764212,0.985465,0.9886605,0.9932455,0.9924592,0.990962,0.9886817,0.9839919,0.9823588,0.9741186,0.9660979,0.9624815,0.952936,0.9468588,0.9432676,0.9395751,0.9357358,0.9354293,0.9364461,0.938594,0.9431079,0.9492657,0.955686,0.9632267,0.9695854,0.9795781,0.9944273,1.015997,1.04686,1.080967,1.108279,1.128044,1.141594,1.151529,1.159651,1.166082,1.17199,1.174551,1.174962,1.175323,1.174418,1.172179,1.170361,1.168513,1.166348,1.165111,1.16351,1.161449,1.161164,1.161555,1.163326,1.166833,1.170598,1.175554,1.18244,1.191093,1.201222,1.212372,1.224839,1.237633,1.249432,1.260106,1.269235,1.277372,1.2851,1.293975,1.3058,1.31942,1.334398,1.34827,1.358773,1.366555,1.371658,1.375267,1.378119,1.380353,1.381807,1.38248,1.383343,1.383813,1.383802,1.383707,1.383996,1.383574,1.383479,1.383029,1.382012,1.380969,1.379749,1.377619,1.376522,1.375824,1.374428,1.37235,1.371643,1.370379,1.368785,1.367384,1.365419,1.363063,1.361606,1.359439,1.358415,1.358064,1.356573,1.355532,1.355385,1.354347,1.352892,1.351234,1.350286,1.348999,1.348156,1.348895,1.349004,1.349612
378344,CF,0,0,1.051012,1.004319,0.9683428,0.9407664,0.9219098,0.9139205,0.9160948,0.9349295,0.9598088,0.9753067,0.9888723,0.9946496,0.9992158,0.9997515,0.9939041,0.991466,0.9839315,0.9860963,0.970514,0.9596079,0.9449329,0.9404936,0.9328346,0.9272073,0.922797,0.9207473,0.9224362,0.9235563,0.9274923,0.9332432,0.9408495,0.9504119,0.9596862,0.9708284,0.9833525,1.006156,1.040102,1.087161,1.14342,1.191494,1.224263,1.249374,1.266145,1.278839,1.28862,1.297474,1.302958,1.30339,1.301756,1.299806,1.295288,1.292393,1.289652,1.287853,1.284489,1.281067,1.278843,1.27851,1.281105,1.285901,1.290879,1.299933,1.311631,1.32483,1.342508,1.363452,1.387726,1.415126,1.442688,1.470119,1.495424,1.517256,1.536606,1.55584,1.576908,1.599914,1.628292,1.661576,1.6918,1.713064,1.72657,1.735109,1.741833,1.74722,1.749025,1.751122,1.75405,1.755236,1.756524,1.757688,1.758236,1.758158,1.758805,1.758399,1.758301,1.75823,1.757675,1.755751,1.753962,1.756105,1.757859,1.754919,1.750476,1.745173,1.743129,1.73842,1.736824,1.733075,1.731129,1.72866,1.72591,1.723343,1.71981,1.718528,1.714547,1.713496,1.711036,1.707667,1.705139,1.699718,1.6961,1.6952,1.692125,1.688827,1.68605
374466,CONV,2,1,1.161344,1.156658,1.156599,1.149959,1.137835,1.12965,1.140771,1.138976,1.140909,1.154728,1.158997,1.158514,1.159505,1.159969,1.158969,1.158764,1.1609,1.168035,1.158718,1.152828,1.157841,1.149448,1.146381,1.144678,1.144162,1.141761,1.138778,1.138839,1.139404,1.140171,1.141945,1.142051,1.142719,1.143562,1.146323,1.151335,1.153999,1.159567,1.163157,1.167192,1.17236,1.174264,1.176507,1.177575,1.178339,1.180277,1.18064,1.181513,1.182179,1.181518,1.181106,1.180188,1.17906,1.177365,1.177176,1.176923,1.17634,1.176141,1.175308,1.175099,1.175752,1.175332,1.175347,1.176985,1.177894,1.178609,1.179186,1.179689,1.180393,1.180836,1.181468,1.182308,1.183473,1.184736,1.185265,1.185553,1.186022,1.186338,1.186756,1.18816,1.188439,1.188724,1.18902,1.188872,1.18877,1.189062,1.188753,1.188674,1.189087,1.188904,1.189073,1.189781,1.189663,1.190361,1.190256,1.190415,1.190355,1.19057,1.190466,1.190356,1.191537,1.191226,1.190595,1.190455,1.190471,1.190733,1.190686,1.190813,1.190199,1.189725,1.189571,1.188777,1.189154,1.188555,1.188514,1.188942,1.188646,1.188678,1.188434,1.188429,1.188638,1.188024,1.188657,1.189521,1.190147
372756,2 stars,0,1,1.111654,1.075059,1.043141,1.023594,0.9999515,0.9944657,0.9954954,1.007678,1.02549,1.039041,1.046141,1.051203,1.058429,1.058517,1.05747,1.055137,1.05129,1.055071,1.041165,1.034824,1.027244,1.023973,1.020777,1.016961,1.013151,1.012332,1.014354,1.01572,1.018435,1.022787,1.029155,1.035753,1.04187,1.051407,1.059978,1.075574,1.100434,1.129808,1.165878,1.194798,1.215937,1.231452,1.242561,1.250708,1.257496,1.263102,1.265792,1.268044,1.267157,1.266098,1.264388,1.263008,1.262357,1.26164,1.26091,1.260172,1.25906,1.259222,1.261538,1.26519,1.268285,1.273175,1.280264,1.288558,1.29845,1.310519,1.324461,1.340052,1.355396,1.36954,1.383213,1.395996,1.407555,1.417958,1.429214,1.442538,1.460869,1.483249,1.50447,1.521331,1.534387,1.543758,1.550224,1.555248,1.557462,1.55902,1.561434,1.56291,1.564314,1.565302,1.565822,1.565621,1.56424,1.56332,1.5625,1.561755,1.560719,1.55897,1.557799,1.556294,1.55655,1.554231,1.55079,1.548758,1.546086,1.542285,1.540379,1.53809,1.535882,1.534469,1.53224,1.530336,1.528088,1.527241,1.524855,1.523943,1.52177,1.520473,1.51951,1.516936,1.515414,1.514543,1.514679,1.513622,1.513879
378350,MAR,2,1,1.034262,1.015156,1.012388,0.9819848,0.9702584,0.960725,0.9834794,0.9818242,0.97593,1.005777,1.005318,1.005426,1.011228,1.003606,1.006441,1.003966,1.008208,1.015163,1.002291,0.9904795,1.007327,0.984485,0.976028,0.9716631,0.9729962,0.967683,0.9631936,0.9660387,0.9669659,0.9694864,0.974472,0.9771957,0.982936,0.9856929,0.9983689,1.007124,1.015424,1.031289,1.046835,1.062952,1.074786,1.080601,1.084464,1.088094,1.091501,1.094785,1.096488,1.098828,1.100975,1.098352,1.098536,1.096107,1.093957,1.09151,1.090985,1.091166,1.0902,1.090069,1.088306,1.089112,1.093131,1.092839,1.09372,1.099215,1.103102,1.1079,1.112985,1.116958,1.122054,1.126113,1.129444,1.133667,1.137928,1.141762,1.146155,1.15101,1.156642,1.16239,1.169229,1.177773,1.183236,1.187381,1.190498,1.191251,1.192955,1.194921,1.19456,1.195115,1.196523,1.196363,1.196119,1.196379,1.194657,1.195228,1.193492,1.191828,1.190714,1.190601,1.188803,1.188378,1.190661,1.189457,1.185353,1.183421,1.182157,1.182621,1.179973,1.180172,1.178243,1.177415,1.176748,1.175577,1.175848,1.174124,1.17391,1.173543,1.173494,1.173144,1.172086,1.173039,1.174791,1.17443,1.17902,1.185667,1.190413
377449,FR,2,0,1.061117,1.048493,1.040244,1.031846,1.024413,1.023177,1.029255,1.033737,1.040556,1.050148,1.055143,1.060467,1.062857,1.061779,1.061849,1.060019,1.06912,1.093684,1.066353,1.052313,1.04634,1.040538,1.03843,1.033904,1.033059,1.030643,1.031522,1.030603,1.031868,1.033486,1.035059,1.03848,1.042337,1.045459,1.050921,1.06555,1.071842,1.078068,1.08893,1.097991,1.1043,1.108584,1.111054,1.113873,1.115843,1.117879,1.119551,1.119562,1.119362,1.117757,1.116965,1.116635,1.116623,1.116658,1.115713,1.114161,1.113093,1.112565,1.112539,1.112964,1.113861,1.114514,1.11536,1.116446,1.1178,1.119951,1.123048,1.126009,1.128264,1.130155,1.131896,1.134029,1.136827,1.140031,1.142024,1.142981,1.143935,1.145437,1.147853,1.149918,1.15134,1.15287,1.154692,1.155092,1.155184,1.155114,1.154351,1.154001,1.15404,1.154665,1.155775,1.156766,1.157234,1.157247,1.156372,1.154605,1.153394,1.152705,1.152715,1.155792,1.159709,1.159905,1.158349,1.156035,1.154214,1.1525,1.150599,1.149214,1.148798,1.149217,1.150238,1.151394,1.152707,1.153168,1.152711,1.151685,1.149436,1.147523,1.146165,1.145464,1.146671,1.148188,1.149492,1.150772,1.151889
378331,FR,2,0,0.9796836,0.9720163,0.9616984,0.9512294,0.9492128,0.9451007,0.9519538,0.9545949,0.9616095,0.9698696,0.9724567,0.9753613,0.9765589,0.9772699,0.9763418,0.9747432,0.9769832,0.9947159,0.9747341,0.9661092,0.9641877,0.9579165,0.9550598,0.9520994,0.9515844,0.9496049,0.9491096,0.9500347,0.9518365,0.9532834,0.9563288,0.9602955,0.9633864,0.9684033,0.9746237,0.9860598,0.9935347,1.002369,1.013851,1.023838,1.030561,1.035404,1.038255,1.040009,1.042537,1.044059,1.044469,1.044999,1.045245,1.044471,1.043514,1.042669,1.04179,1.040455,1.039739,1.03937,1.039431,1.0393,1.038778,1.039098,1.04002,1.040779,1.042066,1.044196,1.04642,1.0492,1.05219,1.055224,1.058228,1.061086,1.063576,1.065558,1.06813,1.071173,1.073509,1.075154,1.077103,1.079807,1.082808,1.084766,1.085316,1.085728,1.086466,1.086762,1.08721,1.087639,1.088091,1.088806,1.089207,1.088735,1.08796,1.087407,1.086815,1.086807,1.087462,1.088328,1.089221,1.089667,1.089142,1.089119,1.090234,1.088371,1.08632,1.085256,1.085049,1.085844,1.086775,1.087071,1.08714,1.086705,1.085677,1.084392,1.08289,1.081564,1.081505,1.081652,1.082392,1.083659,1.084701,1.085598,1.086391,1.086779,1.086626,1.085886,1.085057
374467,CONV,2,0,1.210361,1.20219,1.203577,1.183779,1.170082,1.156689,1.171186,1.171683,1.174054,1.188672,1.193112,1.195883,1.195248,1.196652,1.194706,1.195335,1.19274,1.197191,1.190086,1.182137,1.188077,1.17813,1.173347,1.170235,1.169138,1.165322,1.162913,1.16256,1.162829,1.164171,1.1665,1.165299,1.167201,1.165024,1.170298,1.17528,1.178464,1.186678,1.192251,1.197715,1.203623,1.206964,1.209847,1.21058,1.211155,1.212466,1.213197,1.213725,1.214871,1.213496,1.213699,1.212439,1.211228,1.20978,1.209413,1.2097,1.209078,1.208776,1.207675,1.207546,1.208551,1.208263,1.208528,1.210522,1.211968,1.213744,1.214411,1.214921,1.215962,1.216554,1.217266,1.218179,1.219619,1.221146,1.222392,1.223874,1.225381,1.225928,1.22716,1.229358,1.230691,1.232143,1.233237,1.233844,1.234678,1.235149,1.234833,1.234827,1.235158,1.234578,1.234448,1.234326,1.233833,1.234687,1.23444,1.234296,1.234131,1.234157,1.233294,1.232836,1.233311,1.23281,1.231701,1.231024,1.230767,1.231522,1.231278,1.231912,1.231381,1.231066,1.230372,1.229517,1.229189,1.228382,1.228187,1.22825,1.227958,1.228272,1.228048,1.227917,1.228165,1.228406,1.228377,1.229023,1.228819
372755,2 stars,0,0,0.9362323,0.8900341,0.860525,0.8306891,0.806043,0.7974536,0.7972833,0.8152046,0.8360736,0.8496854,0.8635934,0.8686483,0.8735748,0.8756838,0.872301,0.8692614,0.8637512,0.8631324,0.8506078,0.8407806,0.8291767,0.8230243,0.8180993,0.8124375,0.8079161,0.8063908,0.8063968,0.8080733,0.8116086,0.817845,0.824692,0.8332056,0.8419579,0.8513268,0.8620526,0.8815361,0.9123018,0.9543389,1.000768,1.041836,1.070505,1.091016,1.106176,1.118463,1.127413,1.135524,1.139759,1.140668,1.140409,1.139651,1.136771,1.135368,1.134519,1.13266,1.130708,1.128886,1.1274,1.127191,1.129027,1.133281,1.138053,1.144916,1.154083,1.165382,1.179707,1.196909,1.216976,1.238437,1.260016,1.282486,1.303,1.320404,1.336046,1.351126,1.36837,1.389793,1.417008,1.449029,1.480946,1.505961,1.523639,1.536369,1.545027,1.551952,1.555727,1.558509,1.562554,1.565013,1.565765,1.567249,1.567398,1.56676,1.566244,1.56476,1.564243,1.563785,1.562678,1.558978,1.557642,1.556221,1.556508,1.551857,1.547124,1.54354,1.539223,1.534992,1.533092,1.529861,1.526959,1.524168,1.521163,1.51843,1.515279,1.512858,1.509582,1.508495,1.507234,1.50349,1.502375,1.499618,1.497611,1.497568,1.495862,1.495149,1.494975
374475,1 Star,0,1,1.107168,1.075275,1.058817,1.00887,0.9841677,0.9671003,0.9945741,0.9960655,0.9977216,1.037954,1.039564,1.040885,1.048459,1.043031,1.045406,1.041977,1.046319,1.048905,1.037394,1.02135,1.042183,1.013742,1.003909,0.9985518,1.000034,0.9912466,0.9858958,0.9904565,0.9930537,0.9977745,1.005953,1.010755,1.019949,1.024101,1.042365,1.055257,1.073163,1.10684,1.141458,1.173719,1.200957,1.216369,1.229779,1.240202,1.250357,1.258635,1.261354,1.264026,1.266748,1.262535,1.264536,1.262869,1.262295,1.259633,1.258657,1.25853,1.256654,1.257157,1.254717,1.256904,1.264353,1.265242,1.269546,1.282333,1.292482,1.305945,1.32078,1.334204,1.350235,1.364268,1.377145,1.390268,1.402286,1.41379,1.425955,1.441494,1.4609,1.479957,1.501138,1.524162,1.537832,1.546589,1.551628,1.552386,1.556925,1.562219,1.56106,1.562757,1.567281,1.567827,1.568244,1.570328,1.567937,1.570782,1.56813,1.565744,1.564842,1.566286,1.563302,1.562238,1.566846,1.565206,1.557848,1.554907,1.552568,1.554978,1.549906,1.550976,1.547268,1.545703,1.543204,1.540447,1.542193,1.537755,1.539494,1.537188,1.536244,1.536438,1.532883,1.536019,1.537354,1.536502,1.546058,1.559409,1.566782
378327,FR,0,0,0.9515205,0.9059822,0.8781316,0.8383821,0.8167407,0.8017592,0.8176399,0.8273752,0.8386267,0.867558,0.8718167,0.875281,0.8769179,0.8725905,0.8724228,0.8674384,0.8692132,0.8755779,0.8571846,0.8417824,0.8437104,0.8288143,0.8204802,0.815352,0.8149927,0.8087195,0.8067048,0.8109748,0.8149906,0.8215171,0.8307098,0.8388144,0.8493699,0.8584166,0.875213,0.897265,0.9240119,0.9664408,1.014173,1.056947,1.089355,1.109828,1.126315,1.138415,1.149923,1.158546,1.161507,1.163182,1.164468,1.160841,1.159398,1.157605,1.155152,1.151377,1.150156,1.148973,1.147392,1.148035,1.147712,1.150646,1.159082,1.16433,1.17329,1.188898,1.204697,1.224643,1.246918,1.270545,1.296489,1.319859,1.342053,1.363119,1.381802,1.400552,1.420585,1.444365,1.474076,1.505989,1.539401,1.570433,1.588137,1.599378,1.60672,1.608252,1.612834,1.617267,1.6168,1.619314,1.623601,1.624026,1.62431,1.625691,1.623154,1.624271,1.621294,1.618237,1.616938,1.618104,1.615187,1.616884,1.624998,1.620389,1.609179,1.602737,1.598898,1.600034,1.593916,1.592629,1.588462,1.585388,1.582805,1.579653,1.579077,1.575088,1.573898,1.571272,1.569949,1.568304,1.565571,1.56621,1.565866,1.562021,1.564805,1.570413,1.570999
378348,MAR,2,0,1.099856,1.086558,1.083976,1.071562,1.052957,1.046617,1.054205,1.063417,1.067599,1.082039,1.092253,1.093328,1.0976,1.096123,1.097582,1.096917,1.092516,1.089054,1.085912,1.079582,1.079437,1.067345,1.065615,1.061607,1.060781,1.054685,1.052335,1.052401,1.052372,1.053693,1.05445,1.055092,1.057754,1.059217,1.062053,1.066889,1.07386,1.085867,1.097535,1.107132,1.112463,1.115266,1.117662,1.120761,1.123316,1.124935,1.124622,1.122971,1.123601,1.122776,1.12373,1.123663,1.121677,1.119493,1.117685,1.117847,1.117794,1.11798,1.117419,1.11623,1.116285,1.116131,1.116964,1.119739,1.121651,1.123439,1.124425,1.124779,1.126057,1.128685,1.131139,1.133514,1.13512,1.135872,1.136327,1.137099,1.139251,1.14286,1.146469,1.149615,1.150992,1.151506,1.151744,1.151579,1.152451,1.154264,1.155431,1.156946,1.157371,1.156333,1.15477,1.152931,1.151841,1.152254,1.153125,1.154512,1.154839,1.154767,1.153115,1.150552,1.148838,1.146845,1.146277,1.146991,1.147944,1.149431,1.149765,1.149317,1.14714,1.145237,1.142704,1.14081,1.140067,1.140325,1.141702,1.143471,1.144799,1.145468,1.145246,1.144284,1.143236,1.142117,1.141173,1.141683,1.141826
373381,1 Star,0,0,0.8636382,0.8154333,0.7813584,0.7504569,0.7277898,0.717465,0.7219069,0.7324172,0.7494267,0.764794,0.7711909,0.7763738,0.7796931,0.7796387,0.7795041,0.7755952,0.7710428,0.7674325,0.7601143,0.7518814,0.7463679,0.7372219,0.731269,0.726079,0.72338,0.7210198,0.7197706,0.7216149,0.7256624,0.7314467,0.739306,0.7471607,0.7561774,0.7649252,0.777857,0.7945496,0.8215854,0.8610757,0.9046012,0.9430263,0.9706501,0.9909046,1.005788,1.017945,1.027453,1.035719,1.039095,1.041806,1.042039,1.040421,1.039262,1.037863,1.03712,1.03602,1.034171,1.032311,1.03086,1.03097,1.03218,1.035101,1.040271,1.046184,1.054475,1.066172,1.080375,1.097349,1.11664,1.137528,1.15913,1.180529,1.20067,1.218666,1.234208,1.249458,1.266397,1.287456,1.316611,1.349657,1.382161,1.409733,1.428813,1.442042,1.451724,1.457654,1.462305,1.466386,1.469068,1.471632,1.473151,1.474098,1.474627,1.475058,1.474069,1.47432,1.473056,1.470862,1.469401,1.46842,1.465394,1.463722,1.462891,1.460036,1.455509,1.451421,1.448547,1.446282,1.442723,1.439397,1.436273,1.433624,1.429911,1.427348,1.425124,1.422212,1.420133,1.417944,1.415536,1.413351,1.410669,1.408465,1.407343,1.40616,1.405775,1.406716,1.406212
378319,STD,0,1,0.9622908,0.9267226,0.8956201,0.8728139,0.8517988,0.8454636,0.8497917,0.8688645,0.8917853,0.9087316,0.9189463,0.9234882,0.9266209,0.926768,0.9239252,0.9195085,0.9175315,0.9214145,0.9044415,0.8931004,0.8794702,0.8750362,0.8696117,0.8640526,0.8599992,0.8574978,0.85834,0.8594736,0.8636737,0.8694503,0.8770455,0.8865836,0.8950834,0.9062459,0.9172096,0.9388302,0.9700463,1.009747,1.056373,1.096282,1.122811,1.141831,1.155852,1.166967,1.175536,1.182753,1.185678,1.18671,1.18601,1.184186,1.18122,1.179285,1.177235,1.17499,1.172668,1.169708,1.168094,1.168246,1.170246,1.174123,1.17915,1.186377,1.195326,1.205769,1.219866,1.236671,1.256148,1.277272,1.298385,1.319795,1.339545,1.357325,1.373696,1.390096,1.407448,1.426505,1.450674,1.48031,1.509734,1.532797,1.548241,1.558559,1.565115,1.570317,1.574127,1.576451,1.580357,1.58234,1.583528,1.584447,1.58449,1.584081,1.583192,1.582111,1.582466,1.580313,1.578891,1.577188,1.575528,1.57551,1.57794,1.574105,1.568128,1.562541,1.557968,1.554648,1.551929,1.548456,1.545754,1.543431,1.540693,1.537199,1.534595,1.531579,1.528247,1.527642,1.524733,1.521938,1.520037,1.515964,1.513744,1.512563,1.509736,1.507576,1.506245
377464,MAR,2,0,1.096486,1.091179,1.086005,1.075077,1.066981,1.065638,1.071822,1.073447,1.077988,1.088949,1.096626,1.094073,1.097248,1.097704,1.096975,1.095953,1.100241,1.11815,1.096869,1.084763,1.080918,1.073897,1.069793,1.066891,1.063669,1.06155,1.059663,1.058977,1.059402,1.060715,1.063159,1.064809,1.067652,1.069372,1.074412,1.08599,1.092461,1.099765,1.108767,1.116045,1.121663,1.124705,1.127345,1.12988,1.131057,1.132506,1.133976,1.133816,1.133864,1.132948,1.132109,1.130618,1.129081,1.127448,1.1261,1.125584,1.125271,1.124518,1.123994,1.123942,1.123821,1.123713,1.124274,1.126203,1.127906,1.129445,1.131315,1.132762,1.133875,1.135392,1.137041,1.139231,1.142104,1.144477,1.145949,1.146521,1.147232,1.149094,1.151834,1.153826,1.155088,1.156579,1.157505,1.157361,1.157286,1.157299,1.156672,1.156419,1.156398,1.156901,1.157377,1.157425,1.157369,1.156603,1.155844,1.155169,1.154903,1.154475,1.15437,1.155396,1.157692,1.156535,1.154004,1.152207,1.151396,1.150898,1.150231,1.14956,1.149316,1.149334,1.148546,1.148071,1.147401,1.146679,1.146109,1.145611,1.145344,1.145473,1.145969,1.146494,1.147302,1.147802,1.147803,1.147859,1.147298
378337,CF,0,1,0.9442397,0.9086102,0.8793416,0.8548225,0.8376355,0.8348448,0.8414487,0.8586926,0.8801068,0.8957369,0.9070702,0.9130753,0.9166241,0.9161218,0.9135545,0.9121653,0.909015,0.9197274,0.9003612,0.8876113,0.8786061,0.8704327,0.8640206,0.857525,0.8534592,0.8516139,0.8511784,0.8529301,0.8565833,0.8625048,0.8704228,0.8789634,0.8893435,0.8992935,0.913001,0.936022,0.9655401,1.005858,1.052647,1.093901,1.124427,1.145592,1.160519,1.173159,1.183909,1.191154,1.19586,1.197891,1.198946,1.19713,1.194632,1.192162,1.189752,1.188186,1.186506,1.184801,1.183406,1.183182,1.184161,1.187155,1.191965,1.198682,1.207749,1.219605,1.233859,1.250557,1.269526,1.290823,1.313222,1.334894,1.355047,1.372627,1.388826,1.404895,1.420974,1.439626,1.463243,1.491189,1.519005,1.540172,1.553859,1.562779,1.569762,1.57453,1.578363,1.581325,1.58217,1.584405,1.586159,1.587198,1.588432,1.589162,1.588784,1.588716,1.587264,1.58472,1.583882,1.58352,1.582512,1.584906,1.58972,1.585135,1.577343,1.571769,1.568252,1.566182,1.563816,1.561289,1.557842,1.555066,1.552822,1.550916,1.548889,1.546804,1.544423,1.542076,1.539482,1.537382,1.534892,1.532257,1.530168,1.528658,1.52841,1.528118,1.52841
377446,STD,0,1,1.038166,1.003883,0.9707153,0.9523725,0.9361698,0.9337774,0.9306967,0.9528043,0.9800999,0.9891254,1.001643,1.007973,1.009691,1.013176,1.009465,1.007505,1.007603,1.02776,0.9946676,0.9801842,0.9568601,0.9564982,0.9511071,0.9449084,0.9378455,0.9382485,0.9387098,0.938766,0.9427904,0.9484572,0.9564895,0.9656787,0.9761307,0.9878945,0.9976917,1.025347,1.057853,1.094213,1.139536,1.177367,1.200441,1.218999,1.233643,1.243415,1.250326,1.256386,1.25957,1.2603,1.259219,1.259332,1.256143,1.254158,1.252946,1.252157,1.250419,1.246929,1.245791,1.245766,1.249034,1.251959,1.254632,1.262573,1.271142,1.280031,1.293013,1.30705,1.323732,1.342611,1.360209,1.378849,1.395659,1.410413,1.424802,1.438934,1.451857,1.463946,1.48156,1.505597,1.528456,1.543364,1.553183,1.560618,1.566985,1.573935,1.577062,1.578103,1.582237,1.583755,1.583556,1.584831,1.585524,1.584859,1.586278,1.584029,1.584111,1.584239,1.583409,1.581005,1.581827,1.586507,1.591457,1.586903,1.579547,1.572985,1.569885,1.565355,1.565019,1.560775,1.559702,1.55805,1.554976,1.554262,1.550745,1.550963,1.547651,1.547079,1.544894,1.542914,1.54178,1.53791,1.535831,1.535929,1.530833,1.525514,1.522795
378333,FR,1,0,0.9770659,0.94476,0.9156839,0.8982903,0.8825842,0.8802508,0.8845711,0.9026816,0.9193183,0.931936,0.9401406,0.945136,0.9480987,0.9490761,0.946058,0.9429808,0.9397147,0.9378383,0.9270673,0.920809,0.9115845,0.9054341,0.8992858,0.8943496,0.8907757,0.8898387,0.8882208,0.8895218,0.8932784,0.8987157,0.9048087,0.9125095,0.9215788,0.9313968,0.9426993,0.9603514,0.9847333,1.018977,1.057968,1.089368,1.112346,1.126318,1.137183,1.145443,1.152688,1.159324,1.162409,1.162374,1.16135,1.159876,1.158724,1.156966,1.155488,1.154079,1.152031,1.14953,1.149078,1.149546,1.151073,1.153405,1.156515,1.160725,1.166724,1.174787,1.185559,1.198207,1.211564,1.225842,1.239931,1.25351,1.266442,1.277675,1.288009,1.298557,1.309296,1.321629,1.336171,1.352398,1.36828,1.380615,1.389988,1.397998,1.40294,1.405749,1.406808,1.406575,1.406976,1.406874,1.407803,1.409779,1.41075,1.411759,1.412018,1.410282,1.408699,1.406591,1.40453,1.403115,1.40191,1.402151,1.404383,1.403336,1.402166,1.400299,1.396816,1.393579,1.389892,1.387443,1.386259,1.385371,1.385762,1.386231,1.38614,1.385975,1.383532,1.381307,1.378148,1.37472,1.372612,1.370229,1.369936,1.371383,1.371925,1.373037,1.374432
377455,CF,1,1,1.127446,1.099997,1.07835,1.059794,1.048904,1.044717,1.050055,1.070488,1.089311,1.099612,1.109698,1.11218,1.115862,1.116899,1.113244,1.109064,1.114599,1.139282,1.103294,1.085124,1.074656,1.067015,1.061566,1.056117,1.051347,1.049839,1.048279,1.049334,1.053366,1.058635,1.065262,1.073014,1.081201,1.090417,1.101806,1.126935,1.150957,1.178085,1.209949,1.236882,1.255098,1.266703,1.275419,1.281561,1.286692,1.290588,1.292984,1.293615,1.294016,1.293957,1.291792,1.289258,1.28702,1.284971,1.283553,1.281705,1.281205,1.28114,1.282018,1.284043,1.286308,1.290296,1.295492,1.30143,1.30861,1.317234,1.326756,1.337042,1.346626,1.35603,1.363925,1.370791,1.378863,1.386358,1.392893,1.398399,1.405622,1.415169,1.425555,1.433396,1.437661,1.441385,1.444608,1.446789,1.448032,1.449337,1.450195,1.45072,1.451679,1.451368,1.451227,1.450908,1.450827,1.450077,1.449971,1.449493,1.449841,1.448248,1.447386,1.450112,1.454655,1.452095,1.446302,1.441996,1.440302,1.438361,1.437393,1.435862,1.434588,1.434083,1.432964,1.431884,1.430467,1.429418,1.428325,1.428251,1.426846,1.425889,1.425291,1.424178,1.424252,1.423665,1.423321,1.422337,1.422411
